PlotsOrig2016,PlotsMod2016,Plots2017,Location,Treated,Latitude,Longitude,UTM_N_Corr,UTM_E_Corr,Forest,District,Elevation_,Elevation1,PlotID,Completed?
155140,155140,NA,Pine Grove,Y,37.21170356,-119.420667,4121102.798,285199.854,Sierra,Bass Lake,1374.109008,4507.077545,155140,Y
1551452,155145,NA,Pine Grove,N,37.20584397,-119.4218863,4120455.361,285075.008,Sierra,Bass Lake,1292.469162,4239.29885,1551452,
1551502,155150,NA,Pine Grove,N,37.20491611,-119.4213105,4120351.095,285123.478,Sierra,Bass Lake,1285.724847,4217.177499,1551502,
155159,155159,NA,Foster16,Y,37.25925222,-119.3872392,4126303.65,288299.658,Sierra,Bass Lake,1645.616239,5397.621263,155159,Y
155160,155160,NA,Foster16,Y,37.25924047,-119.3878449,4126303.702,288245.91,Sierra,Bass Lake,1639.307766,5376.929473,155160,155111
1551692,155169,NA,Foster16,N,37.25200291,-119.3847672,4125493.707,288498.635,Sierra,Bass Lake,1540.929912,5054.25011,1551692,155112
1551702,155170,NA,Foster16,N,37.25201719,-119.3841757,4125493.969,288551.139,Sierra,Bass Lake,1543.210909,5061.731781,1551702,155113
167602,167602,NA,Long Shanahan,Y,37.82214559,-120.1687095,4189859.451,749204.268,Stanislaus,Groveland,926.616173,3039.301048,167602,155114
167604,167604,NA,Long Shanahan,Y,37.82134808,-120.1749901,4189754.192,748654.032,Stanislaus,Groveland,961.861952,3154.907203,167604,155115
245000,245000,NA,Studhorse North,Y,37.53430851,-119.6290488,4157395.871,267703.346,Yosemite,,1379.143449,4523.590513,245000,155141
250000,250000,NA,Studhorse North,Y,37.53522607,-119.6296769,4157499.249,267650.686,Yosemite,,1367.725922,4486.141025,250000,155142
251000,251000,NA,Studhorse North,Y,37.53564918,-119.6302476,4157547.614,267601.568,Yosemite,,1364.975192,4477.11863,251000,155143
252000,252000,NA,Studhorse North,Y,37.53608935,-119.6308349,4157597.915,267551.032,Yosemite,,1356.723314,4450.05247,252000,155144
253000,253000,NA,Studhorse North,Y,37.53609624,-119.6319919,4157601.542,267448.812,Yosemite,,1350.029262,4428.09598,253000,
254000,254000,NA,Studhorse North,Y,37.5351221,-119.6319805,4157493.41,267446.786,Yosemite,,1364.391608,4475.204476,254000,155146
255000,255000,NA,Studhorse North,Y,37.53553548,-119.6335991,4157543.292,267305.034,Yosemite,,1358.06867,4454.465238,255000,155147
256000,256000,NA,Studhorse North,Y,37.53510391,-119.6341784,4157496.834,267252.495,Yosemite,,1363.307035,4471.647075,256000,155148
257000,257000,NA,Studhorse North,Y,37.53422536,-119.6336241,4157397.965,267298.752,Yosemite,,1378.441617,4521.288503,257000,155149
258000,258000,NA,Studhorse North,Y,37.53384182,-119.632996,4157353.846,267353.069,Yosemite,,1385.487093,4544.397665,258000,
259000,259000,NA,Studhorse North,Y,37.53426265,-119.6324707,4157399.247,267400.794,Yosemite,,1379.93781,4526.196018,259000,155161
260000,260000,NA,Studhorse North,Y,37.53384178,-119.6318923,4157351.11,267450.606,Yosemite,,1386.342359,4547.202936,260000,155162
303000,303000,NA,Studhorse North,N,37.53529561,-119.6268582,4157500,267900,Yosemite,,1353.669028,4440.034413,303000,
306000,306000,NA,Studhorse North,N,37.53579852,-119.6245674,4157550.153,268104.002,Yosemite,,1352.991786,4437.813059,306000,155164
309000,309000,NA,Studhorse North,N,37.53485686,-119.625145,4157447.079,268050.038,Yosemite,,1373.993073,4506.69728,309000,155165
310000,310000,NA,Studhorse North,N,37.53487057,-119.6257117,4157450,268000,Yosemite,,1368.382027,4488.29305,310000,155166
313000,313000,NA,Studhorse North,N,37.53225506,-119.6199269,4157145.48,268503.127,Yosemite,,1426.100728,4677.610389,313000,155167
314000,314000,NA,Studhorse North,N,37.53179272,-119.6193867,4157092.842,268549.442,Yosemite,,1432.799871,4699.583576,314000,155168
316000,316000,NA,Studhorse North,N,37.54081085,-119.6219343,4158099.894,268352.215,Yosemite,,1276.279863,4186.197951,316000,
317000,317000,NA,Studhorse North,N,37.53989022,-119.6213226,4157996.22,268403.418,Yosemite,,1277.367328,4189.764837,317000,
318000,318000,NA,Studhorse North,N,37.53942046,-119.6207771,4157942.745,268450.164,Yosemite,,1281.017009,4201.735789,318000,Y
319000,319000,NA,Studhorse North,N,37.53905283,-119.6201739,4157900.461,268502.331,Yosemite,,1283.429214,4209.647823,319000,Y
320000,320000,NA,Studhorse North,N,37.54041302,-119.6213557,4158054.318,268402.111,Yosemite,,1278.47183,4193.387601,320000,Y
362036,362036,NA,Lincoln,Y,38.65929879,-120.45948,4282032.331,721055.239,Eldorado,Pacific,1546.210293,5071.569762,362036,Y
362042,362042,NA,Lincoln,Y,38.65965739,-120.4582559,4282075.085,721160.664,Eldorado,Pacific,1533.527396,5029.96986,362042,Y
362201,362201,NA,Last Ridge,Y,38.6362797,-120.4579822,4279481.088,721256.4258,Eldorado,Pacific,1537.711477,5043.693645,362201,Y
362206,362206,NA,Last Ridge,Y,38.63761196,-120.4579078,4279629.132,721258.8,Eldorado,Pacific,1511.369587,4957.292244,362206,Y
362210,362210,NA,Last Ridge,Y,38.63858937,-120.4596116,4279733.504,721107.481,Eldorado,Pacific,1488.507782,4882.305526,362210,
362211,362211,NA,Last Ridge,Y,38.63854257,-120.459028,4279729.717,721158.425,Eldorado,Pacific,1489.819234,4886.607088,362211,Y
402201,402201,NA,Virginia's burn,Y,37.03548456,-119.2849072,4101250.202,296777.534,Sierra,High Sierra,1346.323735,4415.94185,402201,
402202,402202,NA,Virginia's burn,Y,37.03548219,-119.2849356,4101250,296775,Sierra,High Sierra,1346.571632,4416.754954,402202,
402203,402203,NA,Virginia's burn,Y,37.03591745,-119.2860541,4101300.688,296676.669,Sierra,High Sierra,1358.152188,4454.739175,402203,
402204,402204,NA,Virginia's burn,Y,37.03547422,-119.2854873,4101250.295,296725.904,Sierra,High Sierra,1349.57605,4426.609444,402204,
402205,402205,NA,Virginia's burn,Y,37.03594032,-119.2849326,4101300.827,296776.494,Sierra,High Sierra,1359.829029,4460.239214,402205,
402206,402206,NA,Virginia's burn,Y,37.03629799,-119.286125,4101343.063,296671.378,Sierra,High Sierra,1361.01513,4464.129627,402206,
402207,402207,NA,Virginia's burn,Y,37.03593171,-119.2854979,4101301.08,296726.183,Sierra,High Sierra,1360.90872,4463.7806,402207,
402208,402208,NA,Virginia's burn,Y,37.03636695,-119.2849346,4101348.17,296777.448,Sierra,High Sierra,1368.755163,4489.516935,402208,
402209,402209,NA,Virginia's burn,Y,37.03680242,-119.2860236,4101398.817,296681.745,Sierra,High Sierra,1363.129104,4471.063462,402209,
402210,402210,NA,Virginia's burn,Y,37.03679442,-119.2855144,4101396.841,296727.015,Sierra,High Sierra,1370.801329,4496.228361,402210,
405000,405000,NA,Lily gap phase 1,Y,38.42143176,-120.5023108,4255529.952,718045.44,BLM,,963.2203821,3159.362853,405000,
405203,405203,NA,Barnes Mountain,Y,37.03314838,-119.2413803,4100898.822,300643.312,Sierra,High Sierra,1088.984925,3571.870555,405203,Y
405209,405209,NA,Barnes Mountain,Y,37.03405071,-119.2401056,4100996.27,300759.064,Sierra,High Sierra,1053.330537,3454.92416,405209,Y
440000,440000,NA,Lily gap phase 1,Y,38.42015286,-120.4972519,4255400,718491,BLM,,981.8811368,3220.570129,440000,Y
559000,559000,NA,Lily gap phase 2,N,38.43768939,-120.4870068,4257370.633,719332.4366,BLM,,1146.191957,3759.509618,559000,Y
571000,571000,NA,Lily gap phase 2,N,38.43858897,-120.4870127,4257470.459,719329.1983,BLM,,1142.161869,3746.290931,571000,Y
1082012,1082012,NA,South 108 (north),N,38.1371777,-120.0893343,4225038.734,755098.196,Stanislaus,MiWok,1634.697391,5361.807441,1082012,Y
1082022,1082022,NA,South 108 (north),N,38.13447005,-120.0895462,4224737.631,755089.055,Stanislaus,MiWok,1571.679225,5155.107857,1082022,Y
1082032,1082032,NA,South 108 (north),N,38.13807808,-120.0896548,4225137.784,755066.957,Stanislaus,MiWok,1639.359683,5377.09976,1082032,Y
1082042,1082042,NA,South 108 (north),N,38.13994479,-120.0885595,4225347.983,755156.469,Stanislaus,MiWok,1642.181537,5386.355442,1082042,
1082122,1082122,NA,South 108 (north),N,38.14282715,-120.0711693,4225715.918,756670.738,Stanislaus,MiWok,1600.78043,5250.559811,1082122,
1082132,1082132,NA,South 108 (north),N,38.14313874,-120.0704756,4225752.422,756730.448,Stanislaus,MiWok,1629.696908,5345.405859,1082132,Y
1082142,1082142,NA,South 108 (north),N,38.14046811,-120.0681023,4225462.588,756947.853,Stanislaus,MiWok,1550.009742,5084.031954,1082142,Y
1090022,1090022,NA,South Fork,N,38.11213397,-120.1290578,4222150.595,751702.08,Stanislaus,MiWok,1485.186466,4871.411609,1090022,Y
1510201,1510201,NA,Granddad,Y,37.41064286,-119.6004371,4143602.088,269852.664,Sierra,Bass Lake,1477.722394,4846.929451,1510201,Y
1510202,1510202,NA,Granddad,Y,37.41108857,-119.6004892,4143651.677,269849.418,Sierra,Bass Lake,1475.727712,4840.386894,1510202,Y
1510203,1510203,NA,Granddad,Y,37.41107983,-119.6010447,4143652.064,269800.224,Sierra,Bass Lake,1477.679077,4846.787372,1510203,
1510204,1510204,NA,Granddad,Y,37.41193048,-119.6005297,4143745.203,269848.412,Sierra,Bass Lake,1468.110389,4815.402076,1510204,
1510205,1510205,NA,Granddad,Y,37.41154851,-119.6004886,4143702.715,269850.88,Sierra,Bass Lake,1472.072328,4828.397236,1510205,Y
1510208,1510208,NA,Granddad,Y,37.41110788,-119.5987738,4143649.631,270001.325,Sierra,Bass Lake,1458.850398,4785.029306,1510208,Y
1510209,1510209,NA,Granddad,Y,37.41203948,-119.5982433,4143751.717,270051.131,Sierra,Bass Lake,1444.100525,4736.649722,1510209,Y
1676572,1676572,NA,Long Shanahan,N,37.81873819,-120.1618908,4189499.515,749816.058,Stanislaus,Groveland,925.9226251,3037.02621,1676572,
1676602,1676602,NA,Long Shanahan,N,37.81858054,-120.1602772,4189486.338,749958.647,Stanislaus,Groveland,928.4351734,3045.267369,1676602,Y
1754225,1754225,NA,Irish Multiprod,Y,38.26705086,-120.3589785,4238744.827,731050.497,Stanislaus,Calaveras,1225.758912,4020.489233,1754225,Y
1754228,1754228,NA,Irish Multiprod,Y,38.26756159,-120.3629322,4238791.635,730702.928,Stanislaus,Calaveras,1238.93547,4063.70834,1754228,y
1754229,1754229,NA,Irish Multiprod,Y,38.26748111,-120.3595608,4238791.123,730998.179,Stanislaus,Calaveras,1227.682408,4026.7983,1754229,Y
1754231,1754231,NA,Irish Multiprod,Y,38.26792471,-120.3601027,4238839.002,730949.357,Stanislaus,Calaveras,1234.446139,4048.983337,1754231,Y
1754236,1754236,NA,Irish Multiprod,Y,38.26855917,-120.3652757,4238896.505,730494.72,Stanislaus,Calaveras,1260.50678,4134.462239,1754236,Y
1754238,1754238,NA,Irish Multiprod,Y,38.26851305,-120.3635373,4238895.722,730646.973,Stanislaus,Calaveras,1252.657849,4108.717745,1754238,Y
1754242,1754242,NA,Irish Multiprod,Y,38.26897675,-120.3652418,4238942.934,730496.366,Stanislaus,Calaveras,1267.666158,4157.944999,1754242,
1754252,1754252,NA,Irish Multiprod,Y,38.2694172,-120.3640987,4238994.668,730594.99,Stanislaus,Calaveras,1266.623809,4154.526095,1754252,Y
1754254,1754254,NA,Irish Multiprod,Y,38.26934662,-120.3629431,4238989.719,730696.321,Stanislaus,Calaveras,1265.487176,4150.797939,1754254,
1754261,1754261,NA,Irish Multiprod,Y,38.2702748,-120.3628341,4239093.005,730702.919,Stanislaus,Calaveras,1290.738398,4233.621947,1754261,
1760625,1760625,NA,Omanuel Multiprod,Y,38.20685376,-120.3885654,4231990.383,728650.247,Stanislaus,Calaveras,1182.002347,3876.967698,1760625,
1760627,1760627,NA,Omanuel Multiprod,Y,38.2068778,-120.3874838,4231995.724,728744.887,Stanislaus,Calaveras,1181.096802,3873.997511,1760627,
3620092,3620092,NA,Lincoln,N,38.65481416,-120.4598456,4281533.706,721037.219,Eldorado,Pacific,1533.563474,5030.088195,3620092,
3620282,3620282,NA,Lincoln,N,38.65638429,-120.4625904,4281701.356,720793.517,Eldorado,Pacific,1537.679596,5043.589076,3620282,
4022102,4022102,NA,Blue Canyon3C,N,37.03487194,-119.2222323,4101050.083,302351.112,Sierra,High Sierra,1260.792105,4135.398104,4022102,
4022112,4022112,NA,Blue Canyon3C,N,37.03534713,-119.2222591,4101102.864,302349.962,Sierra,High Sierra,1262.265091,4140.2295,4022112,
4022132,4022132,NA,Blue Canyon1C,N,37.02770183,-119.2911804,4100400.072,296198.696,Sierra,High Sierra,1372.763992,4502.665895,4022132,
4022142,4022142,NA,Blue Canyon1C,N,37.02769591,-119.291658,4100400.439,296156.194,Sierra,High Sierra,1366.554531,4482.298863,4022142,
4022162,4022162,NA,Blue Canyon1C,N,37.02765118,-119.2928286,4100397.987,296051.93,Sierra,High Sierra,1361.719256,4466.439159,4022162,
4022192,4022192,NA,Blue Canyon1C,N,37.02726842,-119.291132,4100351.878,296201.842,Sierra,High Sierra,1372.553581,4501.975745,4022192,
4022212,4022212,NA,Blue Canyon1C,N,37.02724036,-119.2922214,4100351.1,296104.856,Sierra,High Sierra,1355.747062,4446.850362,4022212,
4022232,4022232,NA,Blue Canyon2C,N,37.04096375,-119.3050804,4101901.484,294997.777,Sierra,High Sierra,1352.881083,4437.449951,4022232,
4022242,4022242,NA,Blue Canyon2C,N,37.04049275,-119.3050435,4101849.143,294999.791,Sierra,High Sierra,1359.147996,4458.005428,4022242,
4022252,4022252,NA,Blue Canyon2C,N,37.04006091,-119.3049967,4101801.125,295002.796,Sierra,High Sierra,1367.183663,4484.362414,4022252,
4022262,4022262,NA,Blue Canyon2C,N,37.03959163,-119.3050351,4101749.137,294998.121,Sierra,High Sierra,1371.406404,4498.213006,4022262,
4022292,4022292,NA,Blue Canyon2C,N,37.04048829,-119.3055099,4101849.653,294958.302,Sierra,High Sierra,1350.475209,4429.558684,4022292,
15102212,15102212,NA,Nelder Grove,N,37.42447747,-119.5828261,4145094.459,271453.659,Sierra,Bass Lake,1556.690046,5105.943352,15102212,
15102222,15102222,NA,Nelder Grove,N,37.42042174,-119.5832829,4144645.499,271400.891,Sierra,Bass Lake,1529.868308,5017.968051,15102222,
15102232,15102232,NA,Nelder Grove,N,37.42045024,-119.5849543,4144652.718,271253.051,Sierra,Bass Lake,1550.196681,5084.645114,15102232,
15102252,15102252,NA,Nelder Grove,N,37.42057909,-119.5856043,4144668.596,271195.911,Sierra,Bass Lake,1562.16452,5123.899626,15102252,Y
15102292,15102292,NA,Nelder Grove,N,37.4251315,-119.5811483,4145162.967,271604.141,Sierra,Bass Lake,1566.062137,5136.68381,15102292,Y
15102302,15102302,NA,Nelder Grove,N,37.42502508,-119.5817278,4145152.563,271552.528,Sierra,Bass Lake,1572.25517,5156.996958,15102302,Y
15102362,15102362,NA,Nelder Grove,N,37.41991237,-119.5860509,4144595.694,271154.348,Sierra,Bass Lake,1554.011725,5097.158459,15102362,Y
15102372,15102372,NA,Nelder Grove,N,37.41156745,-119.5982376,4143699.321,270050.193,Sierra,Bass Lake,1448.936059,4752.510274,15102372,Y
15102382,15102382,NA,Nelder Grove,N,37.41110383,-119.5982266,4143647.846,270049.746,Sierra,Bass Lake,1449.842939,4755.484838,15102382,Y
15102392,15102392,NA,Nelder Grove,N,37.41063287,-119.5980698,4143595.201,270062.185,Sierra,Bass Lake,1449.002077,4752.726812,15102392,
17601012,17601012,NA,Omanuel Multiprod controls,N,38.2195754,-120.3938007,4233389.352,728152.026,Stanislaus,Calaveras,1005.005205,3296.417071,17601012,Y
17601152,17601152,NA,Omanuel Multiprod controls,N,38.22992003,-120.3928704,4234539.73,728201.136,Stanislaus,Calaveras,1138.732479,3735.042531,17601152,Y
17606142,17606142,NA,Omanuel Multiprod controls,N,38.22996763,-120.3934836,4234543.5,728147.3,Stanislaus,Calaveras,1125.280492,3690.920015,17606142,
